symbol,timestamp,occurrences,price_shift,min_price,max_price
BAJFINANCE,2025-07-12 09:15:13.495000+00:00,1.0,0.0,1801.19,1801.19
BAJFINANCE,2025-07-12 09:15:13.690000+00:00,1.0,0.0,2814.15,2814.15
BAJFINANCE,2025-07-12 09:15:13.885000+00:00,1.0,0.0,1179.11,1179.11
BAJFINANCE,2025-07-12 09:15:14.090000+00:00,1.0,0.0,1063.47,1063.47
BAJFINANCE,2025-07-12 09:15:14.290000+00:00,1.0,0.0,1694.64,1694.64
BAJFINANCE,2025-07-12 09:15:14.500000+00:00,1.0,0.0,1159.91,1159.91
BAJFINANCE,2025-07-12 09:15:14.525000+00:00,1.0,0.0,2233.87,2233.87
BAJFINANCE,2025-07-12 09:15:14.870000+00:00,1.0,0.0,2190.26,2190.26
BAJFINANCE,2025-07-12 09:15:15.065000+00:00,1.0,0.0,1517.32,1517.32
BAJFINANCE,2025-07-12 09:15:15.225000+00:00,1.0,0.0,2980.72,2980.72
BAJFINANCE,2025-07-12 09:15:15.495000+00:00,1.0,0.0,1083.65,1083.65
BAJFINANCE,2025-07-12 09:15:15.890000+00:00,1.0,0.0,1854.65,1854.65
BAJFINANCE,2025-07-12 09:15:16.095000+00:00,1.0,0.0,1071.12,1071.12
BAJFINANCE,2025-07-12 09:15:16.245000+00:00,1.0,0.0,1965.33,1965.33
BAJFINANCE,2025-07-12 09:15:16.480000+00:00,1.0,0.0,2604.7,2604.7
BAJFINANCE,2025-07-12 09:15:16.615000+00:00,1.0,0.0,2960.41,2960.41
BAJFINANCE,2025-07-12 09:15:16.885000+00:00,1.0,0.0,2390.78,2390.78
BAJFINANCE,2025-07-12 09:15:17.090000+00:00,1.0,0.0,1555.7,1555.7
BAJFINANCE,2025-07-12 09:15:17.280000+00:00,1.0,0.0,1196.55,1196.55
BAJFINANCE,2025-07-12 09:15:17.485000+00:00,1.0,0.0,1862.51,1862.51
BAJFINANCE,2025-07-12 09:15:17.690000+00:00,1.0,0.0,2623.56,2623.56
BAJFINANCE,2025-07-12 09:15:17.890000+00:00,1.0,0.0,1315.51,1315.51
BAJFINANCE,2025-07-12 09:15:18.065000+00:00,1.0,0.0,1058.13,1058.13
BAJFINANCE,2025-07-12 09:15:18.285000+00:00,1.0,0.0,2393.31,2393.31
BAJFINANCE,2025-07-12 09:15:18.470000+00:00,1.0,0.0,2160.24,2160.24
BAJFINANCE,2025-07-12 09:15:18.675000+00:00,1.0,0.0,2691.03,2691.03
BAJFINANCE,2025-07-12 09:15:18.880000+00:00,1.0,0.0,1890.92,1890.92
BAJFINANCE,2025-07-12 09:15:19.075000+00:00,1.0,0.0,2273.12,2273.12
BAJFINANCE,2025-07-12 09:15:19.290000+00:00,1.0,0.0,1227.93,1227.93
BAJFINANCE,2025-07-12 09:15:19.495000+00:00,1.0,0.0,2415.51,2415.51
BAJFINANCE,2025-07-12 09:15:19.680000+00:00,1.0,0.0,2601.97,2601.97
BAJFINANCE,2025-07-12 09:15:19.870000+00:00,1.0,0.0,1312.62,1312.62
BAJFINANCE,2025-07-12 09:15:20.050000+00:00,1.0,0.0,2071.67,2071.67
BAJFINANCE,2025-07-12 09:15:20.255000+00:00,1.0,0.0,2654.46,2654.46
BAJFINANCE,2025-07-12 09:15:20.500000+00:00,1.0,0.0,2370.5,2370.5
BAJFINANCE,2025-07-12 09:15:20.690000+00:00,1.0,0.0,1655.16,1655.16
BAJFINANCE,2025-07-12 09:15:20.865000+00:00,1.0,0.0,1646.49,1646.49
BAJFINANCE,2025-07-12 09:15:21.010000+00:00,1.0,0.0,2853.43,2853.43
BAJFINANCE,2025-07-12 09:15:21.275000+00:00,1.0,0.0,2908.86,2908.86
BAJFINANCE,2025-07-12 09:15:21.495000+00:00,1.0,0.0,2620.01,2620.01
BAJFINANCE,2025-07-12 09:15:21.670000+00:00,1.0,0.0,2426.19,2426.19
BAJFINANCE,2025-07-12 09:15:21.875000+00:00,1.0,0.0,2788.91,2788.91
BAJFINANCE,2025-07-12 09:15:22.100000+00:00,1.0,0.0,2034.7,2034.7
BAJFINANCE,2025-07-12 09:15:22.295000+00:00,1.0,0.0,1745.96,1745.96
BAJFINANCE,2025-07-12 09:15:22.385000+00:00,1.0,0.0,1722.54,1722.54
BAJFINANCE,2025-07-12 09:15:22.660000+00:00,1.0,0.0,2414.8,2414.8
BAJFINANCE,2025-07-12 09:15:22.845000+00:00,1.0,0.0,2008.84,2008.84
BAJFINANCE,2025-07-12 09:15:23.090000+00:00,1.0,0.0,2753.44,2753.44
BAJFINANCE,2025-07-12 09:15:23.200000+00:00,1.0,0.0,2276.87,2276.87
BAJFINANCE,2025-07-12 09:15:23.460000+00:00,1.0,0.0,1883.84,1883.84
BAJFINANCE,2025-07-12 09:15:23.640000+00:00,1.0,0.0,1109.21,1109.21
BAJFINANCE,2025-07-12 09:15:23.815000+00:00,1.0,0.0,2770.02,2770.02
BAJFINANCE,2025-07-12 09:15:24.025000+00:00,1.0,0.0,1168.06,1168.06
BAJFINANCE,2025-07-12 09:15:24.285000+00:00,1.0,0.0,2381.04,2381.04
BAJFINANCE,2025-07-12 09:15:24.440000+00:00,1.0,0.0,1411.35,1411.35
BAJFINANCE,2025-07-12 09:15:24.650000+00:00,1.0,0.0,1388.81,1388.81
BAJFINANCE,2025-07-12 09:15:24.840000+00:00,1.0,0.0,1654.28,1654.28
BAJFINANCE,2025-07-12 09:15:25.089000+00:00,1.0,0.0,2466.2,2466.2
BAJFINANCE,2025-07-12 09:15:25.290000+00:00,1.0,0.0,2001.4,2001.4
BAJFINANCE,2025-07-12 09:15:25.495000+00:00,1.0,0.0,2595.07,2595.07
BAJFINANCE,2025-07-12 09:15:25.690000+00:00,1.0,0.0,1479.19,1479.19
BAJFINANCE,2025-07-12 09:15:25.840000+00:00,1.0,0.0,2713.61,2713.61
BAJFINANCE,2025-07-12 09:15:26.100000+00:00,1.0,0.0,2655.5,2655.5
BAJFINANCE,2025-07-12 09:15:26.295000+00:00,1.0,0.0,2976.97,2976.97
BAJFINANCE,2025-07-12 09:15:26.500000+00:00,1.0,0.0,2580.14,2580.14
BAJFINANCE,2025-07-12 09:15:26.630000+00:00,1.0,0.0,2665.26,2665.26
BAJFINANCE,2025-07-12 09:15:26.850000+00:00,1.0,0.0,1805.3,1805.3
BAJFINANCE,2025-07-12 09:15:27.060000+00:00,1.0,0.0,2047.03,2047.03
BAJFINANCE,2025-07-12 09:15:27.200000+00:00,1.0,0.0,2313.27,2313.27
BAJFINANCE,2025-07-12 09:15:27.455000+00:00,1.0,0.0,1101.91,1101.91
BAJFINANCE,2025-07-12 09:15:27.650000+00:00,1.0,0.0,2706.88,2706.88
BAJFINANCE,2025-07-12 09:15:27.895000+00:00,1.0,0.0,2166.52,2166.52
BAJFINANCE,2025-07-12 09:15:28.090000+00:00,1.0,0.0,2125.7,2125.7
BAJFINANCE,2025-07-12 09:15:28.275000+00:00,1.0,0.0,2571.09,2571.09
BAJFINANCE,2025-07-12 09:15:28.495000+00:00,1.0,0.0,2627.42,2627.42
BAJFINANCE,2025-07-12 09:15:28.655000+00:00,1.0,0.0,2693.22,2693.22
BAJFINANCE,2025-07-12 09:15:28.890000+00:00,1.0,0.0,2790.27,2790.27
BAJFINANCE,2025-07-12 09:15:29.050000+00:00,1.0,0.0,1929.71,1929.71
BAJFINANCE,2025-07-12 09:15:29.300000+00:00,1.0,0.0,1251.43,1251.43
BAJFINANCE,2025-07-12 09:15:29.470000+00:00,1.0,0.0,1065.27,1065.27
BAJFINANCE,2025-07-12 09:15:29.645000+00:00,1.0,0.0,2524.34,2524.34
BAJFINANCE,2025-07-12 09:15:29.780000+00:00,1.0,0.0,1415.94,1415.94
BAJFINANCE,2025-07-12 09:15:30.050000+00:00,1.0,0.0,1371.83,1371.83
BAJFINANCE,2025-07-12 09:15:30.225000+00:00,1.0,0.0,1691.65,1691.65
BAJFINANCE,2025-07-12 09:15:30.455000+00:00,1.0,0.0,1626.72,1626.72
BAJFINANCE,2025-07-12 09:15:30.655000+00:00,1.0,0.0,2759.06,2759.06
BAJFINANCE,2025-07-12 09:15:30.860000+00:00,1.0,0.0,1440.51,1440.51
BAJFINANCE,2025-07-12 09:15:31.045000+00:00,1.0,0.0,2121.5,2121.5
BAJFINANCE,2025-07-12 09:15:31.235000+00:00,1.0,0.0,2525.99,2525.99
BAJFINANCE,2025-07-12 09:15:31.405000+00:00,1.0,0.0,2489.2,2489.2
BAJFINANCE,2025-07-12 09:15:31.685000+00:00,1.0,0.0,1748.64,1748.64
BAJFINANCE,2025-07-12 09:15:31.865000+00:00,1.0,0.0,2742.95,2742.95
BAJFINANCE,2025-07-12 09:15:32.100000+00:00,1.0,0.0,2072.44,2072.44
BAJFINANCE,2025-07-12 09:15:32.297000+00:00,1.0,0.0,2219.07,2219.07
BAJFINANCE,2025-07-12 09:15:32.480000+00:00,1.0,0.0,1529.04,1529.04
BAJFINANCE,2025-07-12 09:15:32.595000+00:00,1.0,0.0,2714.98,2714.98
BAJFINANCE,2025-07-12 09:15:32.895000+00:00,1.0,0.0,1396.21,1396.21
BAJFINANCE,2025-07-12 09:15:33.080000+00:00,1.0,0.0,2856.09,2856.09
BAJFINANCE,2025-07-12 09:15:33.245000+00:00,1.0,0.0,1444.88,1444.88
BAJFINANCE,2025-07-12 09:15:33.495000+00:00,1.0,0.0,2565.66,2565.66
BAJFINANCE,2025-07-12 09:15:33.700000+00:00,1.0,0.0,1169.83,1169.83
BAJFINANCE,2025-07-12 09:15:33.740000+00:00,1.0,0.0,2211.38,2211.38
BAJFINANCE,2025-07-12 09:15:34.050000+00:00,1.0,0.0,2228.0,2228.0
BAJFINANCE,2025-07-12 09:15:34.275000+00:00,1.0,0.0,1879.38,1879.38
BAJFINANCE,2025-07-12 09:15:34.475000+00:00,1.0,0.0,2295.1,2295.1
BAJFINANCE,2025-07-12 09:15:34.695000+00:00,1.0,0.0,1382.17,1382.17
BAJFINANCE,2025-07-12 09:15:34.900000+00:00,1.0,0.0,2233.22,2233.22
BAJFINANCE,2025-07-12 09:15:35.075000+00:00,1.0,0.0,1926.97,1926.97
BAJFINANCE,2025-07-12 09:15:35.290000+00:00,1.0,0.0,1947.09,1947.09
BAJFINANCE,2025-07-12 09:15:35.450000+00:00,1.0,0.0,2047.12,2047.12
BAJFINANCE,2025-07-12 09:15:35.660000+00:00,1.0,0.0,2485.14,2485.14
BAJFINANCE,2025-07-12 09:15:35.860000+00:00,1.0,0.0,1668.11,1668.11
BAJFINANCE,2025-07-12 09:15:36.085000+00:00,1.0,0.0,2450.3,2450.3
BAJFINANCE,2025-07-12 09:15:36.295000+00:00,1.0,0.0,2002.19,2002.19
BAJFINANCE,2025-07-12 09:15:36.500000+00:00,1.0,0.0,2267.81,2267.81
BAJFINANCE,2025-07-12 09:15:36.670000+00:00,1.0,0.0,2060.8,2060.8
BAJFINANCE,2025-07-12 09:15:36.825000+00:00,1.0,0.0,1429.96,1429.96
BAJFINANCE,2025-07-12 09:15:37.060000+00:00,1.0,0.0,2077.62,2077.62
BAJFINANCE,2025-07-12 09:15:37.285000+00:00,1.0,0.0,2487.88,2487.88
BAJFINANCE,2025-07-12 09:15:37.470000+00:00,1.0,0.0,1314.97,1314.97
BAJFINANCE,2025-07-12 09:15:37.640000+00:00,1.0,0.0,2884.58,2884.58
BAJFINANCE,2025-07-12 09:15:37.890000+00:00,1.0,0.0,1033.44,1033.44
BAJFINANCE,2025-07-12 09:15:38.020000+00:00,1.0,0.0,2944.19,2944.19
BAJFINANCE,2025-07-12 09:15:38.285000+00:00,1.0,0.0,2587.2,2587.2
BAJFINANCE,2025-07-12 09:15:38.495000+00:00,1.0,0.0,1875.54,1875.54
BAJFINANCE,2025-07-12 09:15:38.630000+00:00,1.0,0.0,1431.94,1431.94
BAJFINANCE,2025-07-12 09:15:38.900000+00:00,1.0,0.0,1716.7,1716.7
BAJFINANCE,2025-07-12 09:15:39.060000+00:00,1.0,0.0,1138.78,1138.78
BAJFINANCE,2025-07-12 09:15:39.300000+00:00,1.0,0.0,2368.1,2368.1
BAJFINANCE,2025-07-12 09:15:39.445000+00:00,1.0,0.0,1803.92,1803.92
BAJFINANCE,2025-07-12 09:15:39.645000+00:00,1.0,0.0,1082.1,1082.1
BAJFINANCE,2025-07-12 09:15:39.790000+00:00,1.0,0.0,2256.57,2256.57
BAJFINANCE,2025-07-12 09:15:40.095000+00:00,1.0,0.0,2738.93,2738.93
BAJFINANCE,2025-07-12 09:15:40.295000+00:00,1.0,0.0,1989.5,1989.5
BAJFINANCE,2025-07-12 09:15:40.495000+00:00,1.0,0.0,1682.27,1682.27
BAJFINANCE,2025-07-12 09:15:40.685000+00:00,1.0,0.0,1322.53,1322.53
BAJFINANCE,2025-07-12 09:15:40.880000+00:00,1.0,0.0,2910.39,2910.39
BAJFINANCE,2025-07-12 09:15:41.055000+00:00,1.0,0.0,1498.2,1498.2
BAJFINANCE,2025-07-12 09:15:41.300000+00:00,1.0,0.0,1069.07,1069.07
BAJFINANCE,2025-07-12 09:15:41.425000+00:00,1.0,0.0,1465.33,1465.33
BAJFINANCE,2025-07-12 09:15:41.690000+00:00,1.0,0.0,1062.4,1062.4
BAJFINANCE,2025-07-12 09:15:41.850000+00:00,1.0,0.0,2752.75,2752.75
BAJFINANCE,2025-07-12 09:15:42.045000+00:00,1.0,0.0,2386.43,2386.43
BAJFINANCE,2025-07-12 09:15:42.275000+00:00,1.0,0.0,1196.01,1196.01
BAJFINANCE,2025-07-12 09:15:42.435000+00:00,1.0,0.0,1153.64,1153.64
BAJFINANCE,2025-07-12 09:15:42.690000+00:00,1.0,0.0,2521.04,2521.04
BAJFINANCE,2025-07-12 09:15:42.850000+00:00,1.0,0.0,2376.9,2376.9
BAJFINANCE,2025-07-12 09:15:43.040000+00:00,1.0,0.0,2101.37,2101.37
BAJFINANCE,2025-07-12 09:15:43.300000+00:00,1.0,0.0,1543.45,1543.45
BAJFINANCE,2025-07-12 09:15:43.460000+00:00,1.0,0.0,1457.16,1457.16
BAJFINANCE,2025-07-12 09:15:43.640000+00:00,1.0,0.0,1558.55,1558.55
BAJFINANCE,2025-07-12 09:15:43.880000+00:00,1.0,0.0,2694.35,2694.35
BAJFINANCE,2025-07-12 09:15:44.030000+00:00,1.0,0.0,2651.84,2651.84
BAJFINANCE,2025-07-12 09:15:44.245000+00:00,1.0,0.0,1864.34,1864.34
BAJFINANCE,2025-07-12 09:15:44.495000+00:00,1.0,0.0,1618.65,1618.65
BAJFINANCE,2025-07-12 09:15:44.645000+00:00,1.0,0.0,2566.41,2566.41
BAJFINANCE,2025-07-12 09:15:44.890000+00:00,1.0,0.0,2200.49,2200.49
BAJFINANCE,2025-07-12 09:15:45.085000+00:00,1.0,0.0,2532.97,2532.97
BAJFINANCE,2025-07-12 09:15:45.300000+00:00,1.0,0.0,1824.06,1824.06
BAJFINANCE,2025-07-12 09:15:45.455000+00:00,1.0,0.0,1722.26,1722.26
BAJFINANCE,2025-07-12 09:15:45.690000+00:00,1.0,0.0,1737.51,1737.51
BAJFINANCE,2025-07-12 09:15:45.810000+00:00,1.0,0.0,1953.67,1953.67
BAJFINANCE,2025-07-12 09:15:46.100000+00:00,1.0,0.0,2196.65,2196.65
BAJFINANCE,2025-07-12 09:15:46.280000+00:00,1.0,0.0,1315.07,1315.07
BAJFINANCE,2025-07-12 09:15:46.480000+00:00,1.0,0.0,2675.8,2675.8
BAJFINANCE,2025-07-12 09:15:46.655000+00:00,1.0,0.0,2526.46,2526.46
BAJFINANCE,2025-07-12 09:15:46.840000+00:00,1.0,0.0,2287.55,2287.55
BAJFINANCE,2025-07-12 09:15:47.085000+00:00,1.0,0.0,1582.75,1582.75
BAJFINANCE,2025-07-12 09:15:47.285000+00:00,1.0,0.0,2958.0,2958.0
BAJFINANCE,2025-07-12 09:15:47.490000+00:00,1.0,0.0,1054.54,1054.54
BAJFINANCE,2025-07-12 09:15:47.545000+00:00,1.0,0.0,2122.74,2122.74
BAJFINANCE,2025-07-12 09:15:47.875000+00:00,1.0,0.0,2637.55,2637.55
BAJFINANCE,2025-07-12 09:15:48.075000+00:00,1.0,0.0,2708.9,2708.9
BAJFINANCE,2025-07-12 09:15:48.280000+00:00,1.0,0.0,2992.22,2992.22
BAJFINANCE,2025-07-12 09:15:48.460000+00:00,1.0,0.0,1982.61,1982.61
BAJFINANCE,2025-07-12 09:15:48.685000+00:00,1.0,0.0,1032.33,1032.33
BAJFINANCE,2025-07-12 09:15:48.860000+00:00,1.0,0.0,2668.18,2668.18
BAJFINANCE,2025-07-12 09:15:49.010000+00:00,1.0,0.0,2881.21,2881.21
BAJFINANCE,2025-07-12 09:15:49.280000+00:00,1.0,0.0,1707.72,1707.72
BAJFINANCE,2025-07-12 09:15:49.495000+00:00,1.0,0.0,1231.47,1231.47
BAJFINANCE,2025-07-12 09:15:49.700000+00:00,1.0,0.0,1361.33,1361.33
BAJFINANCE,2025-07-12 09:15:49.875000+00:00,1.0,0.0,2789.04,2789.04
BAJFINANCE,2025-07-12 09:15:50.055000+00:00,1.0,0.0,2879.45,2879.45
BAJFINANCE,2025-07-12 09:15:50.250000+00:00,1.0,0.0,2373.57,2373.57
BAJFINANCE,2025-07-12 09:15:50.435000+00:00,1.0,0.0,2484.22,2484.22
BAJFINANCE,2025-07-12 09:15:50.689000+00:00,1.0,0.0,1213.04,1213.04
BAJFINANCE,2025-07-12 09:15:50.900000+00:00,1.0,0.0,1874.95,1874.95
BAJFINANCE,2025-07-12 09:15:51+00:00,1.0,0.0,2415.01,2415.01
BAJFINANCE,2025-07-12 09:15:51.280000+00:00,1.0,0.0,2640.7,2640.7
BAJFINANCE,2025-07-12 09:15:51.475000+00:00,1.0,0.0,2381.86,2381.86
BAJFINANCE,2025-07-12 09:15:51.680000+00:00,1.0,0.0,2746.27,2746.27
BAJFINANCE,2025-07-12 09:15:51.845000+00:00,1.0,0.0,1452.95,1452.95
BAJFINANCE,2025-07-12 09:15:52.100000+00:00,1.0,0.0,1886.19,1886.19
BAJFINANCE,2025-07-12 09:15:52.250000+00:00,1.0,0.0,2006.72,2006.72
BAJFINANCE,2025-07-12 09:15:52.460000+00:00,1.0,0.0,2760.11,2760.11
BAJFINANCE,2025-07-12 09:15:52.660000+00:00,1.0,0.0,1849.97,1849.97
BAJFINANCE,2025-07-12 09:15:52.875000+00:00,1.0,0.0,1314.23,1314.23
BAJFINANCE,2025-07-12 09:15:53.090000+00:00,1.0,0.0,1149.07,1149.07
BAJFINANCE,2025-07-12 09:15:53.180000+00:00,1.0,0.0,1389.29,1389.29
BAJFINANCE,2025-07-12 09:15:53.475000+00:00,1.0,0.0,2155.96,2155.96
BAJFINANCE,2025-07-12 09:15:53.670000+00:00,1.0,0.0,2724.39,2724.39
BAJFINANCE,2025-07-12 09:15:53.870000+00:00,1.0,0.0,2836.79,2836.79
BAJFINANCE,2025-07-12 09:15:53.985000+00:00,1.0,0.0,1019.47,1019.47
BAJFINANCE,2025-07-12 09:15:54.285000+00:00,1.0,0.0,1568.42,1568.42
BAJFINANCE,2025-07-12 09:15:54.440000+00:00,1.0,0.0,2696.13,2696.13
BAJFINANCE,2025-07-12 09:15:54.690000+00:00,1.0,0.0,2101.46,2101.46
BAJFINANCE,2025-07-12 09:15:54.890000+00:00,1.0,0.0,2958.76,2958.76
BAJFINANCE,2025-07-12 09:15:55.065000+00:00,1.0,0.0,1142.08,1142.08
BAJFINANCE,2025-07-12 09:15:55.290000+00:00,1.0,0.0,1821.87,1821.87
BAJFINANCE,2025-07-12 09:15:55.490000+00:00,1.0,0.0,2980.73,2980.73
BAJFINANCE,2025-07-12 09:15:55.685000+00:00,1.0,0.0,1111.67,1111.67
BAJFINANCE,2025-07-12 09:15:55.875000+00:00,1.0,0.0,1305.0,1305.0
BAJFINANCE,2025-07-12 09:15:56.085000+00:00,1.0,0.0,1708.08,1708.08
BAJFINANCE,2025-07-12 09:15:56.280000+00:00,1.0,0.0,2330.01,2330.01
BAJFINANCE,2025-07-12 09:15:56.395000+00:00,1.0,0.0,1770.73,1770.73
BAJFINANCE,2025-07-12 09:15:56.690000+00:00,1.0,0.0,2156.44,2156.44
BAJFINANCE,2025-07-12 09:15:56.765000+00:00,1.0,0.0,1870.52,1870.52
BAJFINANCE,2025-07-12 09:15:57.085000+00:00,1.0,0.0,2142.01,2142.01
BAJFINANCE,2025-07-12 09:15:57.180000+00:00,1.0,0.0,1711.54,1711.54
BAJFINANCE,2025-07-12 09:15:57.465000+00:00,1.0,0.0,1318.97,1318.97
BAJFINANCE,2025-07-12 09:15:57.680000+00:00,1.0,0.0,2834.69,2834.69
BAJFINANCE,2025-07-12 09:15:57.895000+00:00,1.0,0.0,1218.78,1218.78
BAJFINANCE,2025-07-12 09:15:58.095000+00:00,1.0,0.0,1340.99,1340.99
BAJFINANCE,2025-07-12 09:15:58.275000+00:00,1.0,0.0,1345.79,1345.79
BAJFINANCE,2025-07-12 09:15:58.490000+00:00,1.0,0.0,2520.7,2520.7
BAJFINANCE,2025-07-12 09:15:58.695000+00:00,1.0,0.0,2500.09,2500.09
BAJFINANCE,2025-07-12 09:15:58.895000+00:00,1.0,0.0,2463.77,2463.77
BAJFINANCE,2025-07-12 09:15:59.085000+00:00,1.0,0.0,2066.44,2066.44
BAJFINANCE,2025-07-12 09:15:59.295000+00:00,1.0,0.0,1876.55,1876.55
